source_url	parsed_url
https://www.politico.com/tipsheets/morning-money	https://www.apnews.com/7781526546c34fecb2a35c86d9777b69
https://www.politico.com/tipsheets/morning-money	http://edition.pagesuite-professional.co.uk/Launch.aspx?bypass=true&amp;PBID=74262970-aa07-44b3-80c8-21fa8a8ac376
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/tag/space
https://www.politico.com/tipsheets/morning-money	https://secure.politico.com/settings
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/ehealth
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/trade
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/newsletters/morning-money/2019/04/03/advisers-warn-trump-about-border-closing-420560
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/careers
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/apple-touch-icon-152x152.png
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/feedback
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/rss
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/terms-of-service
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/live-events/previous
https://www.politico.com/tipsheets/morning-money	mailto:aweaver@politico.com
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/apple-touch-icon-180x180.png
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/about-us
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/gallery
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/story/2019/04/04/trump-backs-off-threat-to-close-the-southern-border-1255926
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/newsletters/morning-money
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/election-results/2018/
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/podcasts
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/magazine/story/2019/04/04/donald-trump-veterans-affairs-jeff-miller-226483
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/newsletters/morning-money/2019/04/04/democrats-keep-pressure-on-trump-421331
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/magazine/tag/rich-lowry
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/finance
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/android-chrome-192x192.png
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/tag/pro-canada
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/story/2019/04/04/trump-mocks-biden-tweet-1255989
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/live-events
https://www.politico.com/tipsheets/morning-money	https://www.reuters.com/article/us-usa-trade-china/white-houses-kudlow-says-u-s-china-talks-making-progress-could-extend-idUSKCN1RF1UU
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/subscriptions
https://www.politico.com/tipsheets/morning-money	https://www.wsj.com/articles/accounting-rule-maker-fasb-rejects-proposal-on-loan-losses-11554307088
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/favicon-32x32.png
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/blogs/under-the-radar
https://www.politico.com/tipsheets/morning-money	https://twitter.com/politico
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/WomenRule
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/story/2019/04/04/trump-mueller-report-update-1256271
https://www.politico.com/tipsheets/morning-money	https://www.bloomberg.com/news/articles/2019-04-03/after-cutting-802-000-jobs-some-big-banks-are-now-adding-staff?srnd=premium
https://www.politico.com/tipsheets/morning-money	https://www.reuters.com/article/us-usa-stocks-junkbonds-analysis/junk-bonds-suggest-u-s-stocks-may-have-further-to-run-idUSKCN1RF2EW
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/magazine/story/2019/04/04/week-98-with-a-leak-mueller-team-executes-its-long-game-226572
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/congress
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/apple-touch-icon-120x120.png
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/magazine/thedeciders
https://www.politico.com/tipsheets/morning-money	http://api.addthis.com/oexchange/0.8/forward/twitter/offer?pco=tbx32nj-1.0&amp;url=https://politi.co/2Ui42sw&amp;text=Democrats keep pressure on Trump &amp;pubid=politico.com&amp;via=politico
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/story/2019/04/04/barr-legacy-mueller-report-1256871
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/newsletters/morning-money/2019/03/29/more-skepticism-over-moore-417732
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/technology
https://www.politico.com/tipsheets/morning-money	https://static.politico.com/dims4/default/bd69088/2147483647/legacy_thumbnail/144x144/quality/90/?url=https%3A%2F%2Fstatic.politico.com%2Fcf%2F05%2Fee684a274496b04fa20ba2978da1%2Fpolitico.png
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/tipsheets/morning-money
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/newsletters/playbook-pm
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/states/new-jersey
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/story/2019/04/03/house-requests-trumps-tax-returns-1253841
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/newsletters
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/tag/agriculture
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/faq
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/magazine/story/2019/04/04/us-russia-navy-ukraine-putin-226538
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/tag/defense
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/story/2019/04/04/china-mar-a-lago-arrest-1255290
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/magazine/story/2019/04/04/william-barr-justice-department-226570
https://www.politico.com/tipsheets/morning-money	https://static.politico.com/31/5f/113ee8bf4f938a80d34d95b180b7/ajp-50.jpg
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/favicon-96x96.png
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/sitemap
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/manifest.json
https://www.politico.com/tipsheets/morning-money	https://static.politico.com/dims4/default/59ee5a3/2147483647/legacy_thumbnail/114x114/quality/90/?url=https%3A%2F%2Fstatic.politico.com%2Fcf%2F05%2Fee684a274496b04fa20ba2978da1%2Fpolitico.png
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/rss/morningmoney.xml
https://www.politico.com/tipsheets/morning-money	https://www.wsj.com/articles/lenders-enjoy-a-mini-refinancing-boom-but-it-might-not-last-long-11554317469
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/favicon-16x16.png
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/magazine/story/2019/04/04/why-congress-might-not-get-trumps-tax-returns-226571
https://www.politico.com/tipsheets/morning-money	https://static.politico.com/dims4/default/c73c7f7/2147483647/legacy_thumbnail/57x57/quality/90/?url=https%3A%2F%2Fstatic.politico.com%2Fcf%2F05%2Fee684a274496b04fa20ba2978da1%2Fpolitico.png
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/news/matt-wuerker
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/story/2019/04/03/beto-orourke-campaign-money-1253117
https://www.politico.com/tipsheets/morning-money	https://twitter.com/morningmoneyben
https://www.politico.com/tipsheets/morning-money	https://www.apnews.com/c1c029b778214b8fa9eb4f3fe0d6bcf0
https://www.politico.com/tipsheets/morning-money	https://ad.doubleclick.net/ddm/clk/440464507;243609909;l
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/tipsheets/morning-money?tab=most-read
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/blogs/politico-press
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/live-events/about
https://regex101.com/	https://regex101.com/static/assets/apple-icon-144x144.png
https://regex101.com/	https://regex101.com/static/assets/apple-icon-120x120.png
https://regex101.com/	mailto:contact@regex101.com
https://regex101.com/	https://regex101.com/static/assets/favicon-96x96.png
https://regex101.com/	https://regex101.com/static/assets/apple-icon-114x114.png
https://regex101.com/	http://enable-javascript.com/
https://regex101.com/	https://regex101.com/static/assets/apple-icon-180x180.png
https://regex101.com/	https://regex101.com/static/assets/apple-icon-152x152.png
https://regex101.com/	https://regex101.com/static/assets/apple-icon-72x72.png
https://regex101.com/	https://regex101.com/static/assets/favicon.ico
https://regex101.com/	https://twitter.com/regex101
https://regex101.com/	https://github.com/firasdib/Regex101/issues
https://regex101.com/	https://regex101.com/static/assets/android-icon-192x192.png
https://regex101.com/	https://www.paypal.com/cgi-bin/webscr?cmd=_donations&amp;business=firas%2edib%40gmail%2ecom&amp;lc=US&amp;item_name=Regex101&amp;no_note=0&amp;currency_code=USD&amp;bn=PP%2dDonationsBF%3abtn_donate_SM%2egif%3aNonHostedGuest
https://regex101.com/	https://regex101.com/static/bundle.3e63013fcb2c254ca077.css
https://regex101.com/	https://github.com/firasdib/Regex101/wiki
https://regex101.com/	https://regex101.com/static/assets/apple-icon-76x76.png
https://regex101.com/	https://regex101.com/tests
https://regex101.com/	https://regex101.com/static/assets/apple-icon-57x57.png
https://regex101.com/	https://regex101.com/static/assets/favicon-16x16.png
https://regex101.com/	https://regex101.com/static/assets/favicon-32x32.png
https://regex101.com/	https://regex101.com/static/assets/apple-icon-60x60.png
https://regex101.com/	https://regex101.com/
https://www.mediamatters.org/	https://action.mediamatters.org/secure/donate
https://www.mediamatters.org/	https://www.mediamatters.org/video/2019/04/04/judicial-watchs-tom-fitton-says-mueller-and-his-team-want-democrats-overthrow-trump/223346
https://www.mediamatters.org/	https://www.mediamatters.org/video/2019/04/04/tucker-carlson-warns-immigration-will-change-country-completely-and-forever/223347
https://www.mediamatters.org/	https://mediamatters.nationbuilder.com/donate2017/?recruiter_id=765244
https://www.mediamatters.org/	https://www.mediamatters.org/blog/2019/04/02/On-Fox-Sean-Hannity-delivers-the-show-QAnon-believers-want-to-watch/223301
https://www.mediamatters.org/	https://www.mediamatters.org/video/2019/04/03/foxs-charles-payne-says-minimum-wage-destroys-work-ethic/223315
https://www.mediamatters.org/	https://www.mediamatters.org/blog/2019/04/04/How-Fox-has-been-using-racist-nativist-and-anti-immigrant-rhetoric-to-talk-about-border-is/223334
https://www.mediamatters.org/	https://mediamatters.nationbuilder.com/donate2018/?recruiter_id=765244
https://www.mediamatters.org/	https://www.mediamatters.org/issues/diversity-discrimination
https://www.mediamatters.org/	https://www.mediamatters.org/blog/2018/01/25/sinister-pro-trump-propaganda-lou-dobbs/219153
https://www.mediamatters.org/	https://www.mediamatters.org/blog/2019/04/03/lachlan-murdoch-gave-personal-support-tucker-carlson-s-racist-rant/223320
https://www.mediamatters.org/	https://www.mediamatters.org/video/2019/03/31/fox-friends-apologizes-after-referring-el-salvador-guatemala-and-honduras-mexican-countries/223290
https://www.mediamatters.org/	https://www.mediamatters.org/video/2019/04/04/fox-guest-complains-many-george-mason-students-dont-want-brett-kavanaugh-campus/223333
https://www.mediamatters.org/	https://www.mediamatters.org/issues/education
https://www.mediamatters.org/	https://www.mediamatters.org/blog/2019/04/01/three-ways-gop-members-congress-use-trump-fox-feedback-loop/223299
https://www.mediamatters.org/	https://www.mediamatters.org/video/2019/04/04/laura-ingraham-and-co-host-claim-stacey-abrams-entitlement-mentality-reason-she-called-out-racism/223344
https://www.mediamatters.org/	https://www.facebook.com/Mediamatters
https://www.mediamatters.org/	https://www.mediamatters.org/contacts
https://www.mediamatters.org/	https://www.mediamatters.org/rss/latest.rss
https://www.mediamatters.org/	https://www.mediamatters.org/research/2019/03/28/nra-and-its-media-outlet-have-long-been-breeding-ground-odious-conspiracy-theories/223274
https://www.mediamatters.org/	https://www.mediamatters.org/video/2019/04/04/laura-ingraham-and-co-host-call-planned-parenthood-butchers-responsible-black-holocaust/223345
https://www.mediamatters.org/	https://www.mediamatters.org/video/2019/04/02/tucker-carlson-says-vested-interest-changing-population-driving-immigration-policy/223311
https://www.mediamatters.org/	https://www.mediamatters.org/blog
https://www.mediamatters.org/	https://www.mediamatters.org/research/2018/10/29/tucker-carlsons-descent-white-supremacy-timeline/221741
https://www.mediamatters.org/	https://www.mediamatters.org/issues/government
https://www.mediamatters.org/	https://www.mediamatters.org/video/2019/04/01/Fox-contributor-claims-Trump-was-outrageously-framed-by-members-of-the-Obama-administratio/223297
https://www.mediamatters.org/	https://mediamatters.nationbuilder.com
https://www.mediamatters.org/	https://www.mediamatters.org/research/2018/10/29/these-are-fox-news-leading-advertisers/221904
https://www.mediamatters.org/	https://www.mediamatters.org/research
https://www.mediamatters.org/	https://cdn.jsdelivr.net/bootstrap/3.3.5/css/bootstrap.css
https://www.mediamatters.org/	https://www.mediamatters.org/video/2019/04/04/former-border-patrol-chief-tells-tucker-carlson-border-patrol-should-be-applauded-putting-children/223349
https://www.mediamatters.org/	https://www.mediamatters.org/issues/economy
https://www.mediamatters.org/	https://www.mediamatters.org/issues
https://www.mediamatters.org/	https://www.mediamatters.org/blog/2019/04/04/why-are-democratic-presidential-candidates-throwing-fox-news-lifeline/223336
https://www.mediamatters.org/	https://www.mediamatters.org/issues/reproductive-rights
https://www.mediamatters.org/	https://www.mediamatters.org/video/2019/04/02/lou-dobbs-endorses-kris-kobachs-proposal-put-asylum-seekers-camp/223310
https://www.mediamatters.org/	https://www.mediamatters.org/about
https://www.mediamatters.org/	https://www.mediamatters.org/video/2019/04/03/brian-kilmeade-trumps-threats-shut-down-southern-border-thats-called-leadership/223312
https://www.mediamatters.org/	http://www.facebook.com/Mediamatters
https://www.mediamatters.org/	https://mediamatters.org/trumps-war-on-the-press
https://www.mediamatters.org/	https://www.mediamatters.org/video/2019/04/04/tucker-carlson-how-did-we-wind-country-which-feminists-do-science/223350
https://www.mediamatters.org/	https://cloudfront.mediamatters.org/drupal/mm/images/favicon.ico
https://www.mediamatters.org/	https://www.mediamatters.org/video
https://www.mediamatters.org/	https://www.mediamatters.org/issues/media-structures-regulations
https://www.mediamatters.org/	https://www.mediamatters.org/issues/justice-civil-liberties
https://www.mediamatters.org/	https://www.mediamatters.org/blog/2019/04/01/sunday-shows-ignore-report-trump-may-have-committed-bank-fraud/223296
https://www.mediamatters.org/	https://www.mediamatters.org/
https://www.mediamatters.org/	https://www.mediamatters.org/video/2019/04/03/Foxs-Newt-Gingrich-Getting-rid-of-the-Electoral-College-would-give-maximum-incentive-for-D/223313
https://www.mediamatters.org/	https://www.mediamatters.org/blog/2019/04/02/two-anti-lgbtq-websites-dropped-writer-being-too-homophobic-shes-right-be-surprised/223308
https://www.mediamatters.org/	https://www.mediamatters.org/video/2019/04/04/sean-hannity-attacks-media-not-talking-about-barack-obamas-association-choom-gang/223343
https://www.mediamatters.org/	http://mediamattersforamerica.tumblr.com/
https://www.mediamatters.org/	https://www.mediamatters.org/video/2019/03/31/fox-news-contributor-robert-jeffress-expresses-support-death-penalty-innocent-people-are-executed-so/223292
https://www.mediamatters.org/	https://www.mediamatters.org/video/2019/04/02/fox-reporter-suggests-us-should-be-punishing-central-american-countries-not-doing-more-stem-massive/223303
https://www.mediamatters.org/	https://www.mediamatters.org/blog/2019/04/04/report-sean-hannity-worked-trump-and-republicans-health-care-policy/223339
https://www.mediamatters.org/	https://www.mediamatters.org/issues/environment-science
https://www.mediamatters.org/	https://www.mediamatters.org/video/2019/04/03/laura-ingraham-accuses-house-judiciary-committee-committing-fraud-voting-subpoena-mueller-report/223329
https://www.mediamatters.org/	https://www.mediamatters.org/video/2019/04/01/son-stormfront-founder-my-family-watches-tucker-carlson-because-they-feel-he-making-white/223298
https://www.mediamatters.org/	https://www.mediamatters.org/video/2019/04/03/fox-business-panel-capital-gains-tax-would-be-communist/223322
https://www.mediamatters.org/	https://www.mediamatters.org/video/2019/04/02/listen-sean-hannity-convince-george-papadopoulos-not-cooperate-senate-intel-committee-investigations/223309
https://www.mediamatters.org/	https://www.mediamatters.org/video/2019/04/04/fox-s-kilmeade-claims-republicans-had-use-nuclear-option-judges-senate-already-confirming-them/223332
https://www.mediamatters.org/	https://www.mediamatters.org/blog/2019/04/04/herman-cain-s-pro-trump-pac-attacked-12-gop-senators-traitors-emergency-declaration-vote/223341
https://www.mediamatters.org/	https://www.mediamatters.org/research/2019/03/29/Fox-News-figures-repeatedly-suggested-the-Obamas-were-behind-dropped-Smollett-charges/223282
https://www.mediamatters.org/	http://www.w3.org/1999/xhtml/vocab
https://www.mediamatters.org/	https://www.mediamatters.org/video/2019/04/04/fox-s-jesse-watters-you-can-fight-climate-change-suntan-lotion-its-not-big-deal/223351
https://www.mediamatters.org/	https://www.mediamatters.org/issues/inclusion-matters
https://www.mediamatters.org/	https://www.mediamatters.org/blog/2018/11/13/sinclair-already-gearing-trump-2020/222057
https://www.mediamatters.org/	https://www.mediamatters.org/video/2019/04/03/martha-maccallum-says-metoo-movement-could-be-huge-step-backward-women-workplace/223327
https://www.mediamatters.org/	https://mediamatters.nationbuilder.com/donate2015
https://www.mediamatters.org/	https://action.mediamatters.org/content/sign-email-updates
https://www.mediamatters.org/	https://www.mediamatters.org/video/2019/04/02/fox-contributor-suggests-25-security-clearance-denials-trump-overruled-may-have-been-warranted/223305
https://www.mediamatters.org/	https://twitter.com/mmfa
https://www.mediamatters.org/	https://www.mediamatters.org/video/2019/04/03/fox-white-house-correspondent-defends-trumps-threat-shut-down-southern-border-his-solemn-duty-defend/223317
https://www.mediamatters.org/	https://www.mediamatters.org/issues/elections
https://www.mediamatters.org/	https://www.mediamatters.org/terms-conditions
https://www.mediamatters.org/	https://www.mediamatters.org/blog/2019/04/03/conservative-event-fox-news-division-anchor-shannon-bream-praised-gop-tax-bill-and-trump-rolling/223321
https://www.mediamatters.org/	https://www.mediamatters.org/rss
https://www.mediamatters.org/	https://www.mediamatters.org/blog/2019/04/03/Climate-silence-was-the-big-problem-in-2018-In-2019-weve-got-new-challenges/223318
https://www.mediamatters.org/	https://www.mediamatters.org/corrections
https://www.mediamatters.org/	https://www.mediamatters.org/issues/health-care
https://www.mediamatters.org/	https://www.mediamatters.org/video/2019/04/04/fox-business-attacks-rep-alexandria-ocasio-cortez-shopping-whole-foods-not-yet-owning-furniture-and/223338
https://www.mediamatters.org/	https://www.mediamatters.org/blog/2018/03/08/insane-toxic-trump-adulation-jeanine-pirro/219577
https://www.mediamatters.org/	https://www.mediamatters.org/privacy
https://www.mediamatters.org/	https://www.mediamatters.org/blog/2019/04/03/facebook-said-its-ban-white-supremacy-would-start-week-its-still-same-cesspool/223324
https://www.mediamatters.org/	https://www.mediamatters.org/video/2019/04/04/foxs-andrew-napolitano-fearmongers-about-house-democrats-seeking-trumps-tax-returns-they-did-donald/223330
https://www.mediamatters.org/	http://mythopedia.mediamatters.org
https://www.mediamatters.org/	https://www.mediamatters.org/video/2019/04/02/Before-tweeting-a-QAnon-slogan-the-team-behind-anti-choice-film-Unplanned-promoted-their-m/223307
https://www.mediamatters.org/	https://www.mediamatters.org/blog/2019/04/03/hey-fox-news-advertisers-brand-media-matters-dropfox-ad-hollywood-reporter/223323
https://www.mediamatters.org/	https://www.mediamatters.org/jobs
https://www.mediamatters.org/	https://www.mediamatters.org/video/2019/04/03/tucker-carlson-mexico-hostile-power-seeking-undermine-our-country-and-sovereignty/223328
https://www.mediamatters.org/	https://www.mediamatters.org/issues/immigration
https://www.mediamatters.org/	https://www.mediamatters.org/issues/national-security-foreign-policy
https://www.mediamatters.org/	https://www.mediamatters.org/video/2019/04/02/fox-regular-argues-closing-border-worth-economic-cost-its-about-time-americans-generation-were/223306
https://www.mediamatters.org/	https://www.mediamatters.org/video/2019/04/03/fox-friends-guest-calls-lucy-flores-fraud/223319
https://www.mediamatters.org/	https://www.mediamatters.org/video/2019/04/03/laura-ingraham-blames-globalists-rise-nationalism/223326
https://www.mediamatters.org/	https://www.mediamatters.org/blog/2019/04/01/media-outlets-somehow-make-trump-savior-special-olympics-funding-his-budget-aimed-cut-first-place/223287
https://www.mediamatters.org/	https://www.mediamatters.org/video/2019/04/03/Foxs-Mollie-Hemingway-on-closing-the-southern-border-Sometimes-you-want-to-have-a-little-b/223316
https://www.mediamatters.org/	https://www.mediamatters.org/video/2019/04/04/laura-ingraham-says-martin-luther-king-jr-would-disagree-democrats-protesting-trump/223352
https://www.mediamatters.org/	https://action.mediamatters.org/secure/drop-fox
